loan_amnt,int_rate,grade,annual_inc,dti,fico_range_low,delinq_2yrs,open_acc,revol_bal,default_status
3425.0,15.77,3,40000.0,21.57,675.0,0.0,7.0,5593.0,0
5000.0,6.99,0,45000.0,12.24,700.0,0.0,9.0,7545.0,0
3500.0,11.48,1,17000.0,6.0,705.0,0.0,7.0,3004.0,0
15000.0,14.85,2,60000.0,31.76,680.0,0.0,15.0,6758.0,0
15000.0,10.78,1,45000.0,17.28,720.0,0.0,8.0,14579.0,0
18000.0,11.99,2,120000.0,19.46,680.0,0.0,12.0,12040.0,0
12875.0,15.77,3,70000.0,19.66,660.0,0.0,17.0,10734.0,0
22000.0,10.78,1,100000.0,6.82,710.0,0.0,8.0,24057.0,0
16000.0,17.27,3,32000.0,35.3,675.0,0.0,11.0,14975.0,0
24000.0,7.49,0,147000.0,23.81,710.0,0.0,13.0,38295.0,0
5500.0,6.49,0,47000.0,16.32,735.0,0.0,11.0,5364.0,0
20000.0,10.78,1,82988.0,13.01,705.0,0.0,12.0,16998.0,0
5000.0,7.49,0,84000.0,8.62,695.0,1.0,10.0,5838.0,0
24000.0,9.17,1,145000.0,4.37,705.0,0.0,29.0,19770.0,0
32000.0,12.88,2,180000.0,6.36,665.0,0.0,16.0,44704.0,0
12000.0,8.49,1,130000.0,4.82,690.0,4.0,13.0,5854.0,0
3400.0,9.8,1,45000.0,15.09,700.0,2.0,12.0,917.0,0
20000.0,10.78,1,50000.0,11.28,680.0,0.0,7.0,13119.0,0
12000.0,13.44,2,50000.0,24.57,700.0,0.0,7.0,7122.0,0
16500.0,8.49,1,55000.0,15.54,705.0,0.0,9.0,17345.0,0
14000.0,11.48,1,52000.0,31.13,670.0,1.0,25.0,17093.0,0
22000.0,9.8,1,80000.0,12.08,685.0,0.0,10.0,20178.0,0
13800.0,11.99,2,50000.0,19.49,735.0,0.0,4.0,16662.0,0
6000.0,5.32,0,59000.0,10.59,755.0,0.0,11.0,5273.0,0
12500.0,11.99,2,45000.0,13.71,685.0,0.0,8.0,2910.0,0
15000.0,5.32,0,99000.0,2.08,825.0,0.0,8.0,4394.0,0
12000.0,21.48,4,160000.0,18.09,690.0,2.0,14.0,24855.0,1
8000.0,8.49,1,75000.0,7.39,680.0,0.0,17.0,11375.0,0
9425.0,11.99,2,31000.0,27.52,670.0,0.0,12.0,10509.0,0
20000.0,13.99,2,53000.0,20.54,690.0,0.0,13.0,15266.0,0
24000.0,8.49,1,525000.0,5.14,665.0,0.0,9.0,53082.0,0
23050.0,12.88,2,60000.0,33.78,680.0,0.0,17.0,35951.0,1
15000.0,9.8,1,60000.0,14.56,705.0,0.0,6.0,2323.0,0
9000.0,9.17,1,47000.0,26.0,750.0,0.0,8.0,9663.0,0
15000.0,10.78,1,35000.0,30.98,690.0,1.0,24.0,26054.0,0
10000.0,11.99,2,35000.0,36.21,735.0,1.0,12.0,2919.0,0
7200.0,12.88,2,55000.0,18.5,675.0,0.0,7.0,3829.0,0
7200.0,10.78,1,102000.0,17.08,695.0,0.0,4.0,2823.0,0
8000.0,11.99,2,50000.0,15.19,685.0,0.0,6.0,2698.0,0
21000.0,8.49,1,92000.0,19.89,765.0,0.0,12.0,37240.0,0
6000.0,10.78,1,100000.0,24.34,685.0,0.0,10.0,24537.0,0
20000.0,11.99,2,65000.0,12.87,710.0,0.0,23.0,3871.0,0
24000.0,5.32,0,120000.0,27.06,730.0,0.0,10.0,12864.0,0
18675.0,18.49,3,65000.0,26.74,675.0,1.0,17.0,16679.0,0
24000.0,11.48,1,95000.0,23.43,710.0,0.0,21.0,40094.0,0
2500.0,13.99,2,40000.0,26.55,725.0,0.0,6.0,2450.0,0
15000.0,11.48,1,155000.0,13.76,690.0,1.0,10.0,9794.0,0
24000.0,6.49,0,110000.0,7.87,710.0,0.0,15.0,26946.0,0
16800.0,11.99,2,80000.0,10.58,710.0,0.0,9.0,7773.0,0
16225.0,15.77,3,55000.0,17.94,690.0,0.0,11.0,21233.0,0
31200.0,11.99,2,100000.0,8.34,695.0,0.0,6.0,12380.0,0
10000.0,8.49,1,55000.0,11.08,695.0,0.0,8.0,10235.0,0
24000.0,15.77,3,65000.0,27.58,665.0,1.0,18.0,43562.0,1
35000.0,14.85,2,150000.0,31.65,710.0,0.0,14.0,74594.0,1
35000.0,14.85,2,80365.0,21.79,680.0,0.0,10.0,44775.0,0
16400.0,7.49,0,80000.0,11.84,740.0,0.0,10.0,28825.0,0
20000.0,18.49,3,54000.0,30.27,675.0,0.0,14.0,13167.0,1
30000.0,6.99,0,75000.0,18.91,750.0,0.0,15.0,11080.0,0
24000.0,6.49,0,145000.0,18.4,695.0,0.0,22.0,39239.0,0
6000.0,7.91,0,46000.0,4.38,680.0,0.0,4.0,5570.0,0
15600.0,9.8,1,54000.0,19.33,680.0,0.0,26.0,12255.0,0
4000.0,9.8,1,80000.0,4.79,665.0,1.0,12.0,10097.0,0
8000.0,8.49,1,55000.0,20.18,665.0,1.0,6.0,4193.0,1
24000.0,9.17,1,100000.0,18.6,705.0,0.0,16.0,13600.0,0
22025.0,18.99,4,145000.0,18.56,690.0,0.0,9.0,11279.0,0
10000.0,6.49,0,80000.0,22.17,695.0,0.0,16.0,15045.0,0
14000.0,13.44,2,80000.0,20.73,760.0,0.0,23.0,15934.0,0
17500.0,14.85,2,93288.0,23.9,680.0,1.0,10.0,16820.0,0
6500.0,7.91,0,85000.0,3.97,705.0,3.0,9.0,9337.0,0
5000.0,13.99,2,70000.0,24.26,690.0,0.0,18.0,12594.0,1
10000.0,7.91,0,52000.0,27.65,690.0,0.0,9.0,8627.0,0
9000.0,11.48,1,128000.0,17.72,670.0,1.0,12.0,12398.0,1
5500.0,9.17,1,39000.0,17.11,660.0,0.0,7.0,6663.0,0
9000.0,9.8,1,70000.0,23.11,670.0,0.0,13.0,10175.0,0
3500.0,18.49,3,56000.0,14.57,665.0,0.0,5.0,570.0,0
12000.0,5.32,0,110000.0,13.58,695.0,0.0,17.0,18925.0,0
25000.0,9.17,1,140000.0,17.91,765.0,0.0,24.0,23104.0,0
35000.0,11.48,1,110000.0,24.98,670.0,0.0,27.0,6808.0,0
6275.0,5.32,0,60000.0,2.78,760.0,0.0,7.0,5769.0,0
28000.0,6.99,0,425000.0,2.49,725.0,1.0,13.0,10303.0,1
20000.0,9.17,1,48000.0,20.78,675.0,0.0,14.0,20861.0,1
5000.0,14.85,2,90000.0,23.01,680.0,0.0,12.0,21729.0,0
8325.0,12.88,2,27000.0,27.69,660.0,0.0,9.0,9955.0,1
17000.0,10.78,1,139000.0,30.46,665.0,2.0,19.0,12899.0,0
16000.0,9.8,1,60000.0,15.3,695.0,0.0,6.0,10166.0,0
8950.0,8.49,1,48000.0,8.06,660.0,0.0,4.0,7563.0,0
11200.0,11.48,1,60000.0,18.94,660.0,1.0,10.0,7668.0,0
14400.0,17.97,3,40000.0,7.59,675.0,0.0,8.0,10735.0,1
10000.0,9.8,1,50000.0,27.44,715.0,0.0,15.0,15379.0,0
8800.0,15.77,3,60000.0,15.92,690.0,0.0,6.0,6947.0,1
20000.0,14.85,2,91255.0,13.2,665.0,1.0,4.0,10962.0,0
12975.0,17.97,3,116000.0,27.8,705.0,0.0,16.0,23088.0,0
10800.0,15.77,3,87261.0,7.89,670.0,0.0,10.0,6165.0,0
10000.0,9.8,1,46000.0,33.39,700.0,0.0,16.0,20225.0,0
30000.0,9.17,1,150000.0,17.27,715.0,0.0,23.0,41988.0,1
4500.0,11.99,2,64000.0,27.45,665.0,2.0,13.0,6028.0,0
6475.0,15.77,3,80000.0,12.26,705.0,0.0,6.0,2099.0,0
9475.0,19.48,4,50000.0,19.49,660.0,0.0,20.0,4837.0,1
6000.0,13.44,2,60000.0,10.28,695.0,0.0,8.0,182.0,0
8000.0,9.17,1,53000.0,27.94,675.0,7.0,17.0,6487.0,0
28000.0,6.49,0,125000.0,18.63,695.0,1.0,19.0,51262.0,0
6525.0,17.97,3,65000.0,27.02,660.0,7.0,12.0,5474.0,1
6000.0,13.44,2,35000.0,16.74,675.0,0.0,6.0,4320.0,0
12000.0,11.48,1,60000.0,21.78,700.0,0.0,7.0,14351.0,0
4000.0,12.88,2,130000.0,14.01,685.0,0.0,7.0,33422.0,0
28000.0,16.59,3,95660.0,32.71,675.0,0.0,16.0,47811.0,1
20000.0,13.99,2,70000.0,33.48,660.0,0.0,13.0,14524.0,1
4000.0,12.88,2,80000.0,6.45,665.0,0.0,8.0,1986.0,0
28000.0,15.77,3,90000.0,36.36,705.0,0.0,9.0,15938.0,1
8000.0,7.91,0,65000.0,24.5,680.0,0.0,19.0,23478.0,0
16000.0,11.48,1,101000.0,26.76,740.0,0.0,15.0,17478.0,0
20000.0,11.48,1,250000.0,17.08,685.0,0.0,18.0,59752.0,0
30400.0,10.78,1,90000.0,13.27,660.0,2.0,5.0,5843.0,0
15000.0,11.99,2,80000.0,22.14,695.0,0.0,7.0,12494.0,0
12000.0,5.32,0,65000.0,7.4,750.0,0.0,5.0,12809.0,0
15000.0,9.8,1,125000.0,11.11,705.0,0.0,15.0,13739.0,0
30000.0,9.8,1,104000.0,22.57,725.0,0.0,23.0,47885.0,0
21000.0,10.78,1,130000.0,13.72,730.0,0.0,14.0,32643.0,0
16000.0,18.49,3,57000.0,27.15,685.0,0.0,10.0,4503.0,0
24000.0,12.88,2,68000.0,23.91,715.0,0.0,12.0,26617.0,0
12000.0,6.49,0,100000.0,14.58,740.0,0.0,6.0,11268.0,0
6475.0,19.89,4,30000.0,32.12,675.0,0.0,12.0,6493.0,0
20000.0,13.44,2,120000.0,9.6,735.0,0.0,2.0,20485.0,0
14400.0,9.8,1,62000.0,17.03,735.0,1.0,11.0,4827.0,0
15000.0,16.59,3,67000.0,15.22,680.0,0.0,6.0,18229.0,0
24500.0,7.49,0,79000.0,7.98,685.0,0.0,7.0,23150.0,0
8000.0,12.88,2,78000.0,13.15,670.0,0.0,7.0,4705.0,0
1675.0,14.85,2,25000.0,7.63,660.0,0.0,7.0,6228.0,0
11675.0,10.78,1,100000.0,18.1,675.0,0.0,11.0,14195.0,0
8000.0,9.17,1,60768.0,12.56,745.0,0.0,10.0,7610.0,0
18000.0,9.8,1,250000.0,14.24,670.0,0.0,14.0,9705.0,0
15000.0,11.99,2,135000.0,6.64,675.0,1.0,9.0,9387.0,0
12000.0,12.88,2,62000.0,21.06,740.0,0.0,6.0,6366.0,0
15000.0,11.99,2,68000.0,13.61,670.0,0.0,7.0,5068.0,0
12000.0,6.99,0,45000.0,15.52,740.0,0.0,9.0,12909.0,0
20000.0,7.91,0,117000.0,27.9,725.0,0.0,14.0,30446.0,0
1500.0,13.44,2,39600.0,22.51,700.0,0.0,12.0,12232.0,0
12000.0,9.17,1,90000.0,11.76,665.0,5.0,20.0,11328.0,1
12000.0,12.88,2,54000.0,16.0,665.0,0.0,9.0,6690.0,0
11000.0,13.99,2,30600.0,30.67,760.0,0.0,6.0,6290.0,1
22925.0,16.55,3,49872.95,24.62,720.0,0.0,7.0,17954.0,1
18000.0,11.48,1,220000.0,19.56,700.0,0.0,20.0,22965.0,0
24000.0,5.32,0,74000.0,14.77,755.0,0.0,19.0,20389.0,0
20000.0,17.27,3,81360.0,27.78,760.0,0.0,16.0,9994.0,0
16800.0,23.13,5,50000.0,28.61,675.0,0.0,19.0,8171.0,1
35000.0,9.17,1,123000.0,23.98,750.0,0.0,16.0,14465.0,0
16200.0,10.78,1,60000.0,25.5,735.0,0.0,9.0,28556.0,0
3600.0,13.99,2,65000.0,18.41,710.0,0.0,9.0,3787.0,1
12000.0,9.8,1,34180.0,30.34,725.0,0.0,6.0,6855.0,0
5000.0,10.78,1,65631.9,18.12,680.0,3.0,19.0,24114.0,0
13000.0,5.32,0,72000.0,21.02,780.0,0.0,10.0,8958.0,0
5000.0,7.91,0,53000.0,11.5,705.0,0.0,15.0,9155.0,0
10550.0,17.97,3,24000.0,25.75,720.0,0.0,5.0,3228.0,0
5000.0,9.17,1,65000.0,15.39,660.0,3.0,7.0,11339.0,0
4000.0,9.8,1,104000.0,17.01,660.0,1.0,6.0,26998.0,0
35000.0,14.85,2,333600.0,4.29,730.0,0.0,8.0,38032.0,0
5600.0,13.44,2,46000.0,7.99,670.0,0.0,10.0,10842.0,0
9600.0,9.8,1,54000.0,11.61,690.0,0.0,11.0,15087.0,0
5000.0,17.27,3,100000.0,31.1,690.0,1.0,8.0,60548.0,0
30000.0,11.99,2,110723.0,28.82,725.0,0.0,8.0,19720.0,1
7675.0,11.48,1,35000.0,10.12,765.0,0.0,10.0,1934.0,1
26025.0,21.48,4,101000.0,11.8,660.0,0.0,6.0,6712.0,0
5000.0,10.78,1,14400.0,12.25,670.0,0.0,4.0,4085.0,1
20000.0,7.49,0,80000.0,20.16,685.0,0.0,19.0,21268.0,0
5000.0,13.44,2,25000.0,29.91,660.0,1.0,7.0,9073.0,0
26000.0,14.85,2,108000.0,29.88,710.0,0.0,15.0,43002.0,0
30000.0,23.13,5,100000.0,26.66,665.0,0.0,18.0,24671.0,1
10000.0,11.99,2,47000.0,17.31,675.0,0.0,13.0,10022.0,0
7850.0,17.27,3,45000.0,28.96,660.0,0.0,10.0,3866.0,0
35000.0,19.89,4,166400.0,5.99,660.0,0.0,5.0,9122.0,1
30000.0,15.77,3,80000.0,16.97,685.0,0.0,12.0,18111.0,0
11900.0,13.44,2,34000.0,34.7,670.0,0.0,18.0,18538.0,1
15375.0,18.49,3,89450.55,8.21,715.0,0.0,6.0,5800.0,0
9400.0,8.49,1,31000.0,11.11,675.0,0.0,4.0,11432.0,0
24000.0,6.99,0,92000.0,19.83,740.0,0.0,9.0,31364.0,0
21000.0,19.48,4,120000.0,24.44,695.0,0.0,11.0,35684.0,1
8950.0,6.49,0,72576.0,1.27,700.0,0.0,5.0,2178.0,0
12000.0,15.77,3,120000.0,7.7,750.0,0.0,28.0,4074.0,0
10850.0,15.77,3,65000.0,13.42,695.0,0.0,16.0,12041.0,0
10850.0,12.88,2,50000.0,16.77,705.0,0.0,11.0,5418.0,0
14000.0,9.8,1,120000.0,29.2,680.0,0.0,13.0,93730.0,0
10000.0,13.99,2,41200.0,18.23,665.0,0.0,8.0,7412.0,0
22000.0,17.97,3,57000.0,29.12,680.0,0.0,21.0,16838.0,0
10000.0,11.48,1,58196.4,27.92,715.0,0.0,11.0,18932.0,0
12450.0,21.48,4,41558.0,21.72,675.0,1.0,8.0,6216.0,1
2525.0,19.89,4,28750.0,37.91,675.0,0.0,10.0,36459.0,1
25000.0,6.0,2,110000.0,25.97,715.0,1.0,26.0,27452.0,0
28000.0,5.32,0,116000.0,29.45,695.0,0.0,17.0,63638.0,1
24000.0,7.91,0,165000.0,8.29,695.0,0.0,11.0,10527.0,0
35000.0,9.17,1,215099.0,24.62,705.0,0.0,19.0,40660.0,0
20000.0,7.91,0,62000.0,28.97,680.0,4.0,15.0,33081.0,0
6000.0,8.49,1,100000.0,29.96,690.0,0.0,15.0,33753.0,0
18475.0,9.8,1,42000.0,18.21,680.0,1.0,5.0,20370.0,0
24000.0,5.32,0,93750.0,20.57,750.0,0.0,10.0,9450.0,0
15000.0,9.17,1,42000.0,11.03,770.0,0.0,13.0,6141.0,0
2850.0,9.8,1,103000.0,6.16,700.0,0.0,10.0,5788.0,1
15000.0,18.49,3,55000.0,23.61,665.0,1.0,16.0,9585.0,1
10000.0,9.8,1,50000.0,22.9,680.0,1.0,18.0,11863.0,0
20000.0,9.17,1,82000.0,21.03,715.0,0.0,10.0,31814.0,0
12500.0,9.17,1,45000.0,23.33,670.0,1.0,10.0,11109.0,0
15000.0,6.99,0,100000.0,22.01,695.0,0.0,21.0,75340.0,0
18000.0,11.48,1,45000.0,20.48,705.0,0.0,13.0,12703.0,1
7000.0,11.99,2,30000.0,25.7,745.0,0.0,10.0,9733.0,0
6000.0,11.99,2,35000.0,31.42,660.0,1.0,13.0,7339.0,0
20000.0,11.99,2,80000.0,19.67,730.0,0.0,16.0,20715.0,0
6000.0,9.17,1,89000.0,9.01,695.0,0.0,6.0,4162.0,0
1500.0,7.91,0,70000.0,0.96,690.0,1.0,10.0,1995.0,0
7525.0,17.27,3,32000.0,33.91,705.0,0.0,10.0,7199.0,1
25000.0,21.48,4,65000.0,16.84,700.0,1.0,5.0,863.0,1
13550.0,9.8,1,52500.0,17.1,745.0,0.0,11.0,7026.0,0
6000.0,9.17,1,65000.0,20.9,725.0,0.0,15.0,12787.0,0
18000.0,15.77,3,90000.0,16.44,675.0,2.0,6.0,6000.0,1
3975.0,12.88,2,62000.0,9.91,675.0,1.0,6.0,761.0,0
20000.0,7.49,0,47000.0,30.5,715.0,0.0,17.0,20179.0,0
11800.0,15.77,3,75000.0,21.86,670.0,5.0,17.0,13530.0,0
24000.0,9.8,1,100000.0,25.55,660.0,0.0,19.0,16435.0,0
24000.0,7.91,0,123000.0,17.0,730.0,0.0,24.0,36395.0,0
14000.0,5.32,0,100000.0,21.38,690.0,2.0,10.0,11761.0,0
18000.0,9.17,1,55000.0,30.92,705.0,1.0,8.0,20032.0,0
25000.0,9.8,1,130000.0,11.73,670.0,0.0,15.0,29134.0,0
27500.0,18.99,4,55000.0,22.58,690.0,1.0,7.0,8676.0,0
15000.0,8.49,1,140000.0,21.42,670.0,0.0,10.0,88172.0,0
26575.0,23.13,5,76000.0,19.88,685.0,0.0,13.0,11336.0,0
17600.0,17.27,3,40000.0,26.35,665.0,1.0,17.0,8507.0,0
5000.0,8.49,1,37000.0,21.67,685.0,0.0,8.0,7635.0,0
28000.0,9.17,1,125000.0,16.95,755.0,0.0,11.0,21248.0,1
25000.0,5.32,0,80000.0,19.4,765.0,0.0,12.0,12579.0,0
9000.0,6.49,0,59000.0,8.67,785.0,0.0,6.0,7114.0,0
19200.0,6.99,0,96000.0,21.59,735.0,0.0,8.0,33384.0,0
21000.0,10.78,1,130000.0,32.88,700.0,1.0,23.0,139338.0,0
8000.0,9.8,1,80000.0,22.08,700.0,0.0,16.0,12513.0,1
14400.0,11.99,2,50000.0,25.32,715.0,1.0,7.0,1812.0,0
10000.0,9.8,1,80000.0,3.65,675.0,0.0,9.0,7268.0,0
13000.0,7.89,0,57660.0,8.2,685.0,0.0,4.0,11075.0,0
28000.0,19.48,4,88000.0,22.83,670.0,0.0,12.0,18899.0,1
9000.0,9.8,1,74000.0,6.91,675.0,0.0,6.0,6415.0,0
15000.0,14.85,2,115000.0,17.7,675.0,0.0,29.0,18398.0,0
32000.0,17.27,3,88000.0,14.07,700.0,0.0,5.0,0.0,0
6025.0,12.59,2,38000.0,27.99,705.0,0.0,13.0,23462.0,0
10400.0,12.88,2,52000.0,8.7,805.0,0.0,15.0,4178.0,1
2700.0,10.78,1,29000.0,2.48,670.0,0.0,8.0,1765.0,0
4000.0,9.17,1,49000.0,12.93,695.0,0.0,12.0,15139.0,0
6375.0,17.97,3,107000.0,8.24,675.0,0.0,6.0,1462.0,1
21300.0,18.49,3,70095.0,8.08,755.0,0.0,3.0,2501.0,0
2000.0,13.99,2,26700.0,34.02,660.0,0.0,15.0,13965.0,0
20000.0,12.88,2,100000.0,8.41,675.0,0.0,11.0,31131.0,0
35000.0,13.99,2,104640.0,16.51,690.0,0.0,19.0,46693.0,0
12000.0,11.99,2,110000.0,15.01,690.0,0.0,9.0,30588.0,0
8000.0,9.8,1,37000.0,39.09,710.0,0.0,10.0,7941.0,0
6600.0,10.78,1,71000.0,10.6,665.0,0.0,5.0,5018.0,0
19300.0,13.99,2,42000.0,23.2,710.0,0.0,25.0,22549.0,0
35000.0,11.48,1,90000.0,25.67,700.0,0.0,21.0,61532.0,1
35000.0,16.59,3,150000.0,14.56,665.0,2.0,12.0,13391.0,0
13000.0,5.32,0,86000.0,18.53,805.0,0.0,16.0,3536.0,0
16000.0,9.17,1,120000.0,22.61,690.0,0.0,14.0,25519.0,0
24000.0,13.44,2,89000.0,37.63,705.0,0.0,17.0,91571.0,0
15000.0,5.32,0,155000.0,8.66,715.0,1.0,7.0,19789.0,0
20000.0,7.91,0,124000.0,11.4,690.0,2.0,17.0,14864.0,0
22725.0,16.59,3,160000.0,8.59,670.0,0.0,10.0,17357.0,1
16000.0,18.99,4,75000.0,38.48,680.0,0.0,10.0,65294.0,0
15000.0,17.27,3,60000.0,35.43,665.0,3.0,16.0,15043.0,1
20000.0,8.49,1,61097.0,27.14,705.0,0.0,15.0,19644.0,0
18000.0,9.17,1,120000.0,20.13,660.0,0.0,11.0,20071.0,0
12000.0,9.17,1,105000.0,7.39,660.0,0.0,7.0,5610.0,0
4800.0,9.17,1,96400.0,19.31,680.0,2.0,16.0,6807.0,0
8800.0,6.49,0,87100.0,12.87,725.0,0.0,12.0,49319.0,0
1000.0,13.99,2,35000.0,26.82,660.0,0.0,18.0,11420.0,0
27975.0,7.91,0,192000.0,1.75,780.0,0.0,10.0,4366.0,0
18700.0,7.49,0,105000.0,31.94,720.0,0.0,13.0,2544.0,0
30000.0,17.97,3,70000.0,20.18,680.0,1.0,18.0,13553.0,0
6400.0,9.8,1,46000.0,27.39,710.0,0.0,7.0,5086.0,0
30950.0,23.13,5,90000.0,25.83,695.0,0.0,11.0,12022.0,1
3000.0,9.17,1,25255.0,21.23,670.0,1.0,5.0,2214.0,0
18000.0,9.17,1,90000.0,14.28,660.0,1.0,17.0,37332.0,0
35000.0,9.8,1,145000.0,16.12,725.0,0.0,13.0,33222.0,0
4800.0,13.99,2,45000.0,25.36,705.0,0.0,10.0,2586.0,0
16000.0,14.85,2,81500.0,29.24,690.0,0.0,10.0,35422.0,0
16000.0,5.32,0,75000.0,13.23,700.0,1.0,14.0,1767.0,0
21000.0,8.49,1,144000.0,20.24,670.0,0.0,17.0,78405.0,0
9000.0,5.32,0,25000.0,15.6,765.0,0.0,13.0,7750.0,0
14600.0,8.49,1,67000.0,19.63,695.0,0.0,10.0,15005.0,0
18000.0,14.85,2,35000.0,28.4,670.0,0.0,11.0,14400.0,1
15000.0,13.99,2,34980.0,38.25,660.0,0.0,15.0,15217.0,1
16650.0,10.78,1,70000.0,21.4,715.0,1.0,10.0,11312.0,1
20000.0,11.99,2,170000.0,15.9,670.0,1.0,14.0,15587.0,0
16100.0,15.77,3,65000.0,21.94,745.0,0.0,10.0,16303.0,0
6500.0,11.48,1,38000.0,24.35,710.0,0.0,14.0,8150.0,0
8000.0,13.44,2,74000.0,6.88,665.0,0.0,16.0,897.0,0
7000.0,9.8,1,32000.0,20.07,710.0,1.0,16.0,7576.0,0
5000.0,9.8,1,150000.0,8.5,670.0,2.0,10.0,4962.0,0
30000.0,26.06,5,125000.0,23.25,660.0,0.0,21.0,6065.0,1
25000.0,18.99,4,75000.0,38.37,685.0,0.0,11.0,7818.0,0
9200.0,11.48,1,55000.0,5.63,665.0,3.0,8.0,4117.0,0
20400.0,16.59,3,60000.0,23.76,660.0,1.0,10.0,11619.0,0
5000.0,9.17,1,86000.0,17.15,660.0,0.0,6.0,17117.0,0
24000.0,9.17,1,110000.0,17.27,720.0,0.0,11.0,51128.0,1
9600.0,5.32,0,250000.0,13.52,715.0,0.0,17.0,31930.0,0
34550.0,14.85,2,72000.0,15.61,780.0,0.0,12.0,9398.0,0
7500.0,12.88,2,50000.0,26.26,665.0,0.0,24.0,816.0,0
6000.0,11.48,1,48000.0,2.83,660.0,0.0,8.0,3276.0,0
16000.0,14.85,2,46000.0,23.64,675.0,0.0,9.0,20109.0,0
6000.0,6.49,0,101000.0,4.19,705.0,0.0,5.0,5535.0,0
6000.0,11.48,1,31452.0,32.66,685.0,0.0,7.0,5635.0,1
35000.0,7.91,0,105000.0,19.39,755.0,0.0,11.0,37590.0,0
1000.0,15.77,3,31999.0,24.83,670.0,1.0,7.0,7380.0,0
16000.0,15.77,3,124000.0,31.42,715.0,0.0,22.0,60481.0,0
35000.0,13.99,2,108000.0,35.9,755.0,0.0,20.0,24021.0,0
23650.0,16.59,3,87000.0,15.68,660.0,0.0,15.0,9716.0,1
21000.0,7.91,0,145000.0,10.97,680.0,0.0,6.0,20209.0,0
4000.0,9.8,1,100000.0,31.02,670.0,0.0,13.0,84675.0,0
4800.0,11.48,1,57500.0,9.1,660.0,0.0,9.0,9810.0,0
7200.0,14.85,2,55000.0,10.84,695.0,0.0,12.0,4616.0,0
16000.0,18.99,4,38168.0,27.23,675.0,2.0,6.0,1178.0,1
21600.0,11.99,2,45000.0,10.05,680.0,0.0,5.0,19397.0,0
10000.0,5.32,0,49000.0,23.56,730.0,0.0,15.0,21886.0,0
5900.0,11.48,1,130000.0,16.99,660.0,0.0,6.0,4886.0,0
18500.0,6.49,0,72450.0,17.23,735.0,0.0,21.0,7467.0,0
6000.0,9.17,1,101947.0,8.13,675.0,3.0,13.0,8959.0,0
15000.0,5.32,0,72000.0,13.6,755.0,0.0,10.0,47119.0,0
16000.0,10.78,1,91000.0,32.18,665.0,2.0,24.0,12546.0,0
10000.0,12.88,2,52000.0,35.01,705.0,1.0,9.0,27676.0,0
10000.0,7.91,0,55500.0,18.37,730.0,0.0,12.0,10592.0,0
15000.0,13.44,2,65000.0,26.22,685.0,0.0,13.0,12308.0,1
16000.0,19.89,4,90000.0,24.9,675.0,0.0,14.0,26917.0,0
16000.0,7.49,0,90000.0,10.87,680.0,0.0,6.0,16852.0,0
8000.0,13.99,2,31000.0,12.54,665.0,0.0,14.0,9323.0,1
15000.0,9.17,1,55000.0,22.69,675.0,0.0,10.0,14944.0,1
10000.0,11.48,1,32000.0,10.95,690.0,0.0,13.0,10840.0,0
8500.0,10.78,1,55040.0,9.18,660.0,0.0,11.0,1842.0,0
10000.0,9.8,1,60000.0,3.4,715.0,0.0,2.0,6272.0,0
24150.0,19.48,4,56000.0,22.7,660.0,0.0,9.0,9086.0,1
35000.0,13.67,2,256000.0,15.72,700.0,1.0,32.0,20917.0,0
8000.0,12.88,2,54000.0,19.16,700.0,0.0,19.0,5900.0,1
5000.0,11.48,1,60000.0,18.65,665.0,0.0,9.0,12840.0,0
12000.0,9.17,1,72000.0,28.13,740.0,0.0,8.0,606.0,0
10000.0,10.78,1,39000.0,27.24,720.0,0.0,5.0,3858.0,0
16000.0,11.48,1,70000.0,26.11,685.0,0.0,13.0,14790.0,1
20000.0,14.85,2,110000.0,18.72,695.0,1.0,14.0,14928.0,0
11000.0,16.59,3,55000.0,22.37,665.0,0.0,10.0,4771.0,1
13600.0,16.59,3,62000.0,30.64,660.0,0.0,12.0,8912.0,0
26475.0,21.48,4,84000.0,20.14,710.0,0.0,8.0,19378.0,1
5000.0,10.78,1,45036.0,17.29,685.0,0.0,11.0,22481.0,0
17475.0,8.49,1,65000.0,23.9,745.0,0.0,12.0,16666.0,0
2500.0,8.49,1,51500.0,15.08,700.0,0.0,7.0,11299.0,0
8000.0,8.49,1,65000.0,16.16,695.0,1.0,12.0,8030.0,0
12675.0,22.45,5,27600.0,26.7,695.0,0.0,6.0,11715.0,1
1000.0,16.59,3,21600.0,37.44,675.0,0.0,8.0,9568.0,0
5000.0,13.99,2,35050.0,5.24,660.0,0.0,5.0,4163.0,1
20000.0,6.49,0,99750.0,11.73,720.0,0.0,17.0,29530.0,0
30000.0,12.88,2,95000.0,34.7,695.0,0.0,14.0,24581.0,0
7850.0,13.44,2,50441.0,26.98,675.0,0.0,7.0,3633.0,0
10325.0,22.45,5,90000.0,31.85,670.0,1.0,11.0,5677.0,1
18500.0,5.32,0,48700.0,25.33,790.0,0.0,15.0,20473.0,1
20000.0,11.99,2,75000.0,18.41,715.0,0.0,20.0,19496.0,0
8375.0,10.78,1,68000.0,25.5,715.0,0.0,17.0,29029.0,1
10000.0,17.27,3,40000.0,17.05,665.0,0.0,17.0,10089.0,0
9000.0,9.17,1,84000.0,15.36,665.0,1.0,10.0,6650.0,0
