Year,Month,Region,Nationality,Visitors (1000s),Avg Stay (nights),Revenue (Million €)
2021,6,Styria,Germany,155,3,33.809760956175296
2021,6,Styria,Austria,45,3,9.81573705179283
2021,6,Styria,Netherlands,45,3,9.81573705179283
2021,6,Styria,UK,49,3,10.68824701195219
2021,6,Styria,USA,19,3,4.144422310756973
2021,6,Styria,China,41,3,8.943227091633466
2021,6,Styria,Switzerland,61,3,13.305776892430279
2021,6,Styria,Italy,24,3,5.235059760956175
2021,6,Styria,France,28,3,6.107569721115538
2021,6,Styria,Other,35,3,7.6344621513944215
2021,7,Styria,Germany,156,2,55.24155844155844
2021,7,Styria,Austria,46,2,16.28917748917749
2021,7,Styria,Netherlands,46,2,16.28917748917749
2021,7,Styria,UK,47,2,16.643290043290044
2021,7,Styria,USA,25,2,8.852813852813853
2021,7,Styria,China,31,2,10.977489177489177
2021,7,Styria,Switzerland,44,2,15.580952380952379
2021,7,Styria,Italy,21,2,7.4363636363636365
2021,7,Styria,France,28,2,9.915151515151516
2021,7,Styria,Other,18,2,6.374025974025973
2021,8,Styria,Germany,164,6,74.82901960784314
2021,8,Styria,Austria,35,6,15.969607843137256
2021,8,Styria,Netherlands,45,6,20.53235294117647
2021,8,Styria,UK,50,6,22.813725490196077
2021,8,Styria,USA,26,6,11.863137254901961
2021,8,Styria,China,49,6,22.35745098039216
2021,8,Styria,Switzerland,64,6,29.20156862745098
2021,8,Styria,Italy,20,6,9.125490196078431
2021,8,Styria,France,39,6,17.794705882352943
2021,8,Styria,Other,18,6,8.212941176470588
2021,9,Styria,Germany,132,3,44.18526315789474
2021,9,Styria,Austria,39,3,13.054736842105264
2021,9,Styria,Netherlands,67,3,22.427368421052634
2021,9,Styria,UK,51,3,17.071578947368423
2021,9,Styria,USA,24,3,8.033684210526316
2021,9,Styria,China,40,3,13.389473684210525
2021,9,Styria,Switzerland,37,3,12.385263157894737
2021,9,Styria,Italy,20,3,6.694736842105263
2021,9,Styria,France,41,3,13.724210526315789
2021,9,Styria,Other,24,3,8.033684210526316
2021,10,Styria,Germany,136,2,32.19352051835853
2021,10,Styria,Austria,48,2,11.362419006479481
2021,10,Styria,Netherlands,46,2,10.888984881209502
2021,10,Styria,UK,37,2,8.7585313174946
2021,10,Styria,USA,26,2,6.154643628509719
2021,10,Styria,China,28,2,6.6280777537796975
2021,10,Styria,Switzerland,53,2,12.546004319654426
2021,10,Styria,Italy,18,2,4.260907127429805
2021,10,Styria,France,44,2,10.415550755939524
2021,10,Styria,Other,27,2,6.391360691144708
2021,11,Styria,Germany,161,3,67.59565217391305
2021,11,Styria,Austria,57,3,23.931379962192818
2021,11,Styria,Netherlands,47,3,19.73289224952741
2021,11,Styria,UK,52,3,21.832136105860112
2021,11,Styria,USA,37,3,15.534404536862004
2021,11,Styria,China,48,3,20.15274102079395
2021,11,Styria,Switzerland,44,3,18.47334593572779
2021,11,Styria,Italy,29,3,12.175614366729679
2021,11,Styria,France,29,3,12.175614366729679
2021,11,Styria,Other,25,3,10.496219281663516
2021,12,Styria,Germany,132,2,53.700639658848615
2021,12,Styria,Austria,39,2,15.866098081023456
2021,12,Styria,Netherlands,49,2,19.934328358208955
2021,12,Styria,UK,56,2,22.78208955223881
2021,12,Styria,USA,26,2,10.577398720682304
2021,12,Styria,China,45,2,18.307036247334757
2021,12,Styria,Switzerland,53,2,21.561620469083156
2021,12,Styria,Italy,21,2,8.543283582089552
2021,12,Styria,France,36,2,14.645628997867806
2021,12,Styria,Other,12,2,4.881876332622602
2022,1,Tyrol,Germany,360,6,113.08695652173913
2022,1,Tyrol,Austria,109,6,34.24021739130435
2022,1,Tyrol,Netherlands,89,6,27.957608695652173
2022,1,Tyrol,UK,75,6,23.559782608695652
2022,1,Tyrol,USA,57,6,17.905434782608694
2022,1,Tyrol,China,39,6,12.251086956521737
2022,1,Tyrol,Switzerland,133,6,41.77934782608695
2022,1,Tyrol,Italy,48,6,15.078260869565215
2022,1,Tyrol,France,52,6,16.33478260869565
2022,1,Tyrol,Other,50,6,15.706521739130434
2022,2,Tyrol,Germany,323,3,133.9438444924406
2022,2,Tyrol,Austria,91,3,37.73650107991361
2022,2,Tyrol,Netherlands,80,3,33.17494600431965
2022,2,Tyrol,UK,75,3,31.101511879049678
2022,2,Tyrol,USA,51,3,21.14902807775378
2022,2,Tyrol,China,42,3,17.41684665226782
2022,2,Tyrol,Switzerland,113,3,46.85961123110151
2022,2,Tyrol,Italy,58,3,24.05183585313175
2022,2,Tyrol,France,41,3,17.002159827213823
2022,2,Tyrol,Other,52,3,21.563714902807774
2022,3,Tyrol,Germany,153,2,56.65576923076924
2022,3,Tyrol,Austria,43,2,15.92286324786325
2022,3,Tyrol,Netherlands,48,2,17.774358974358975
2022,3,Tyrol,UK,52,2,19.255555555555556
2022,3,Tyrol,USA,20,2,7.405982905982906
2022,3,Tyrol,China,27,2,9.998076923076924
2022,3,Tyrol,Switzerland,53,2,19.625854700854703
2022,3,Tyrol,Italy,23,2,8.516880341880341
2022,3,Tyrol,France,26,2,9.627777777777778
2022,3,Tyrol,Other,23,2,8.516880341880341
2022,4,Tyrol,Germany,152,5,37.213793103448275
2022,4,Tyrol,Austria,37,5,9.058620689655173
2022,4,Tyrol,Netherlands,40,5,9.793103448275863
2022,4,Tyrol,UK,34,5,8.324137931034482
2022,4,Tyrol,USA,21,5,5.141379310344828
2022,4,Tyrol,China,16,5,3.917241379310345
2022,4,Tyrol,Switzerland,46,5,11.262068965517242
2022,4,Tyrol,Italy,16,5,3.917241379310345
2022,4,Tyrol,France,20,5,4.8965517241379315
2022,4,Tyrol,Other,24,5,5.875862068965517
2022,5,Tyrol,Germany,157,3,50.449333333333335
2022,5,Tyrol,Austria,47,3,15.102666666666668
2022,5,Tyrol,Netherlands,48,3,15.424000000000001
2022,5,Tyrol,UK,40,3,12.853333333333333
2022,5,Tyrol,USA,16,3,5.141333333333333
2022,5,Tyrol,China,28,3,8.997333333333332
2022,5,Tyrol,Switzerland,52,3,16.709333333333333
2022,5,Tyrol,Italy,18,3,5.784
2022,5,Tyrol,France,21,3,6.748
2022,5,Tyrol,Other,23,3,7.390666666666667
2022,6,Tyrol,Germany,131,2,58.90124069478908
2022,6,Tyrol,Austria,43,2,19.33399503722084
2022,6,Tyrol,Netherlands,45,2,20.233250620347395
2022,6,Tyrol,UK,25,2,11.240694789081886
2022,6,Tyrol,USA,33,2,14.837717121588087
2022,6,Tyrol,China,19,2,8.542928039702232
2022,6,Tyrol,Switzerland,49,2,22.031761786600494
2022,6,Tyrol,Italy,15,2,6.744416873449131
2022,6,Tyrol,France,27,2,12.139950372208435
2022,6,Tyrol,Other,16,2,7.194044665012407
2022,7,Tyrol,Germany,163,2,40.94790286975717
2022,7,Tyrol,Austria,53,2,13.314348785871964
2022,7,Tyrol,Netherlands,40,2,10.048565121412803
2022,7,Tyrol,UK,31,2,7.787637969094923
2022,7,Tyrol,USA,17,2,4.270640176600441
2022,7,Tyrol,China,32,2,8.038852097130242
2022,7,Tyrol,Switzerland,45,2,11.304635761589402
2022,7,Tyrol,Italy,27,2,6.782781456953642
2022,7,Tyrol,France,20,2,5.024282560706402
2022,7,Tyrol,Other,25,2,6.280353200883002
2022,8,Tyrol,Germany,148,5,57.289277899343546
2022,8,Tyrol,Austria,41,5,15.870678336980308
2022,8,Tyrol,Netherlands,46,5,17.806126914660833
2022,8,Tyrol,UK,42,5,16.25776805251641
2022,8,Tyrol,USA,18,5,6.967614879649891
2022,8,Tyrol,China,33,5,12.773960612691468
2022,8,Tyrol,Switzerland,52,5,20.128665207877464
2022,8,Tyrol,Italy,25,5,9.677242888402626
2022,8,Tyrol,France,26,5,10.064332603938732
2022,8,Tyrol,Other,26,5,10.064332603938732
2022,9,Tyrol,Germany,164,4,71.46755555555556
2022,9,Tyrol,Austria,48,4,20.917333333333335
2022,9,Tyrol,Netherlands,47,4,20.481555555555556
2022,9,Tyrol,UK,35,4,15.252222222222223
2022,9,Tyrol,USA,25,4,10.894444444444444
2022,9,Tyrol,China,18,4,7.844
2022,9,Tyrol,Switzerland,49,4,21.353111111111108
2022,9,Tyrol,Italy,18,4,7.844
2022,9,Tyrol,France,29,4,12.637555555555554
2022,9,Tyrol,Other,17,4,7.408222222222222
2022,10,Tyrol,Germany,144,3,64.31785714285715
2022,10,Tyrol,Austria,59,3,26.35245535714286
2022,10,Tyrol,Netherlands,43,3,19.206026785714286
2022,10,Tyrol,UK,28,3,12.50625
2022,10,Tyrol,USA,22,3,9.826339285714285
2022,10,Tyrol,China,17,3,7.593080357142856
2022,10,Tyrol,Switzerland,59,3,26.35245535714286
2022,10,Tyrol,Italy,33,3,14.739508928571428
2022,10,Tyrol,France,22,3,9.826339285714285
2022,10,Tyrol,Other,21,3,9.3796875
2022,11,Tyrol,Germany,177,5,51.96397515527951
2022,11,Tyrol,Austria,43,5,12.624016563146998
2022,11,Tyrol,Netherlands,47,5,13.798343685300207
2022,11,Tyrol,UK,40,5,11.743271221532092
2022,11,Tyrol,USA,17,5,4.990890269151139
2022,11,Tyrol,China,28,5,8.220289855072464
2022,11,Tyrol,Switzerland,67,5,19.669979296066252
2022,11,Tyrol,Italy,31,5,9.101035196687372
2022,11,Tyrol,France,12,5,3.5229813664596272
2022,11,Tyrol,Other,21,5,6.165217391304348
2022,12,Tyrol,Germany,367,4,92.18059566787004
2022,12,Tyrol,Austria,119,4,29.88962093862816
2022,12,Tyrol,Netherlands,103,4,25.870848375451267
2022,12,Tyrol,UK,95,4,23.861462093862816
2022,12,Tyrol,USA,54,4,13.563357400722023
2022,12,Tyrol,China,68,4,17.079783393501806
2022,12,Tyrol,Switzerland,138,4,34.66191335740072
2022,12,Tyrol,Italy,54,4,13.563357400722023
2022,12,Tyrol,France,54,4,13.563357400722023
2022,12,Tyrol,Other,56,4,14.065703971119133
2022,1,Salzburg,Germany,348,3,89.4
2022,1,Salzburg,Austria,112,3,28.77241379310345
2022,1,Salzburg,Netherlands,102,3,26.20344827586207
2022,1,Salzburg,UK,105,3,26.974137931034484
2022,1,Salzburg,USA,45,3,11.560344827586206
2022,1,Salzburg,China,91,3,23.377586206896552
2022,1,Salzburg,Switzerland,123,3,31.598275862068967
2022,1,Salzburg,Italy,51,3,13.101724137931035
2022,1,Salzburg,France,71,3,18.239655172413794
2022,1,Salzburg,Other,54,3,13.87241379310345
2022,2,Salzburg,Germany,374,3,123.89109062980032
2022,2,Salzburg,Austria,116,3,38.42611367127496
2022,2,Salzburg,Netherlands,138,3,45.71382488479263
2022,2,Salzburg,UK,127,3,42.069969278033795
2022,2,Salzburg,USA,63,3,20.86935483870968
2022,2,Salzburg,China,114,3,37.76359447004608
2022,2,Salzburg,Switzerland,137,3,45.382565284178185
2022,2,Salzburg,Italy,70,3,23.188172043010752
2022,2,Salzburg,France,94,3,31.138402457757294
2022,2,Salzburg,Other,69,3,22.856912442396315
2022,3,Salzburg,Germany,168,6,53.1369150779896
2022,3,Salzburg,Austria,70,6,22.140381282495667
2022,3,Salzburg,Netherlands,63,6,19.926343154246098
2022,3,Salzburg,UK,59,6,18.66117850953206
2022,3,Salzburg,USA,32,6,10.121317157712305
2022,3,Salzburg,China,40,6,12.651646447140381
2022,3,Salzburg,Switzerland,51,6,16.130849220103986
2022,3,Salzburg,Italy,33,6,10.437608318890815
2022,3,Salzburg,France,33,6,10.437608318890815
2022,3,Salzburg,Other,28,6,8.856152512998268
2022,4,Salzburg,Germany,154,2,48.4484
2022,4,Salzburg,Austria,40,2,12.584000000000001
2022,4,Salzburg,Netherlands,59,2,18.5614
2022,4,Salzburg,UK,48,2,15.100800000000001
2022,4,Salzburg,USA,32,2,10.067200000000001
2022,4,Salzburg,China,40,2,12.584000000000001
2022,4,Salzburg,Switzerland,52,2,16.3592
2022,4,Salzburg,Italy,23,2,7.2358
2022,4,Salzburg,France,25,2,7.865000000000001
2022,4,Salzburg,Other,27,2,8.494200000000001
2022,5,Salzburg,Germany,166,6,66.86387225548903
2022,5,Salzburg,Austria,46,6,18.528542914171656
2022,5,Salzburg,Netherlands,48,6,19.33413173652695
2022,5,Salzburg,UK,45,6,18.125748502994014
2022,5,Salzburg,USA,17,6,6.847504990019961
2022,5,Salzburg,China,41,6,16.514570858283435
2022,5,Salzburg,Switzerland,52,6,20.945309381237525
2022,5,Salzburg,Italy,28,6,11.278243512974052
2022,5,Salzburg,France,38,6,15.306187624750502
2022,5,Salzburg,Other,20,6,8.055888223552895
2022,6,Salzburg,Germany,161,5,71.68613138686132
2022,6,Salzburg,Austria,46,5,20.48175182481752
2022,6,Salzburg,Netherlands,44,5,19.59124087591241
2022,6,Salzburg,UK,65,5,28.941605839416056
2022,6,Salzburg,USA,28,5,12.467153284671532
2022,6,Salzburg,China,44,5,19.59124087591241
2022,6,Salzburg,Switzerland,57,5,25.37956204379562
2022,6,Salzburg,Italy,19,5,8.45985401459854
2022,6,Salzburg,France,48,5,21.37226277372263
2022,6,Salzburg,Other,36,5,16.029197080291972
2022,7,Salzburg,Germany,146,3,62.528464419475654
2022,7,Salzburg,Austria,49,3,20.98558052434457
2022,7,Salzburg,Netherlands,61,3,26.1249063670412
2022,7,Salzburg,UK,55,3,23.555243445692884
2022,7,Salzburg,USA,34,3,14.561423220973783
2022,7,Salzburg,China,48,3,20.557303370786514
2022,7,Salzburg,Switzerland,54,3,23.12696629213483
2022,7,Salzburg,Italy,27,3,11.563483146067416
2022,7,Salzburg,France,36,3,15.417977528089887
2022,7,Salzburg,Other,24,3,10.278651685393257
2022,8,Salzburg,Germany,162,5,51.955714285714286
2022,8,Salzburg,Austria,54,5,17.318571428571428
2022,8,Salzburg,Netherlands,53,5,16.997857142857143
2022,8,Salzburg,UK,55,5,17.639285714285712
2022,8,Salzburg,USA,31,5,9.942142857142857
2022,8,Salzburg,China,44,5,14.11142857142857
2022,8,Salzburg,Switzerland,56,5,17.96
2022,8,Salzburg,Italy,28,5,8.98
2022,8,Salzburg,France,48,5,15.394285714285713
2022,8,Salzburg,Other,29,5,9.300714285714285
2022,9,Salzburg,Germany,147,5,32.15808383233533
2022,9,Salzburg,Austria,47,5,10.281836327345308
2022,9,Salzburg,Netherlands,43,5,9.40678642714571
2022,9,Salzburg,UK,70,5,15.313373253493014
2022,9,Salzburg,USA,25,5,5.469061876247505
2022,9,Salzburg,China,47,5,10.281836327345308
2022,9,Salzburg,Switzerland,39,5,8.531736526946109
2022,9,Salzburg,Italy,21,5,4.594011976047904
2022,9,Salzburg,France,37,5,8.094211576846307
2022,9,Salzburg,Other,25,5,5.469061876247505
2022,10,Salzburg,Germany,162,5,71.41603053435115
2022,10,Salzburg,Austria,53,5,23.364503816793892
2022,10,Salzburg,Netherlands,55,5,24.24618320610687
2022,10,Salzburg,UK,54,5,23.80534351145038
2022,10,Salzburg,USA,28,5,12.34351145038168
2022,10,Salzburg,China,37,5,16.31106870229008
2022,10,Salzburg,Switzerland,46,5,20.27862595419847
2022,10,Salzburg,Italy,28,5,12.34351145038168
2022,10,Salzburg,France,29,5,12.784351145038169
2022,10,Salzburg,Other,32,5,14.106870229007633
2022,11,Salzburg,Germany,141,5,30.097515527950307
2022,11,Salzburg,Austria,47,5,10.032505175983436
2022,11,Salzburg,Netherlands,50,5,10.67287784679089
2022,11,Salzburg,UK,54,5,11.526708074534161
2022,11,Salzburg,USA,29,5,6.1902691511387165
2022,11,Salzburg,China,33,5,7.044099378881987
2022,11,Salzburg,Switzerland,44,5,9.392132505175983
2022,11,Salzburg,Italy,23,5,4.909523809523809
2022,11,Salzburg,France,33,5,7.044099378881987
2022,11,Salzburg,Other,29,5,6.1902691511387165
2022,12,Salzburg,Germany,277,4,135.46845493562233
2022,12,Salzburg,Austria,88,4,43.03690987124464
2022,12,Salzburg,Netherlands,90,4,44.01502145922747
2022,12,Salzburg,UK,90,4,44.01502145922747
2022,12,Salzburg,USA,55,4,26.8980686695279
2022,12,Salzburg,China,77,4,37.65729613733906
2022,12,Salzburg,Switzerland,88,4,43.03690987124464
2022,12,Salzburg,Italy,43,4,21.029399141630904
2022,12,Salzburg,France,69,4,33.74484978540772
2022,12,Salzburg,Other,55,4,26.8980686695279
2022,1,Vienna,Germany,102,2,22.89742268041237
2022,1,Vienna,Austria,50,2,11.22422680412371
2022,1,Vienna,Netherlands,27,2,6.061082474226804
2022,1,Vienna,UK,37,2,8.305927835051545
2022,1,Vienna,USA,33,2,7.407989690721649
2022,1,Vienna,China,38,2,8.53041237113402
2022,1,Vienna,Switzerland,25,2,5.612113402061855
2022,1,Vienna,Italy,18,2,4.040721649484536
2022,1,Vienna,France,38,2,8.53041237113402
2022,1,Vienna,Other,20,2,4.489690721649484
2022,2,Vienna,Germany,94,3,40.192200557103064
2022,2,Vienna,Austria,49,3,20.95125348189415
2022,2,Vienna,Netherlands,24,3,10.261838440111422
2022,2,Vienna,UK,34,3,14.537604456824512
2022,2,Vienna,USA,27,3,11.54456824512535
2022,2,Vienna,China,42,3,17.958217270194986
2022,2,Vienna,Switzerland,18,3,7.696378830083566
2022,2,Vienna,Italy,17,3,7.268802228412256
2022,2,Vienna,France,34,3,14.537604456824512
2022,2,Vienna,Other,20,3,8.551532033426184
2022,3,Vienna,Germany,111,3,44.07272727272727
2022,3,Vienna,Austria,58,3,23.02899262899263
2022,3,Vienna,Netherlands,31,3,12.308599508599508
2022,3,Vienna,UK,48,3,19.058476658476657
2022,3,Vienna,USA,33,3,13.102702702702702
2022,3,Vienna,China,39,3,15.485012285012285
2022,3,Vienna,Switzerland,21,3,8.338083538083538
2022,3,Vienna,Italy,21,3,8.338083538083538
2022,3,Vienna,France,29,3,11.514496314496315
2022,3,Vienna,Other,16,3,6.352825552825553
2022,4,Vienna,Germany,100,3,46.917475728155345
2022,4,Vienna,Austria,58,3,27.2121359223301
2022,4,Vienna,Netherlands,36,3,16.890291262135925
2022,4,Vienna,UK,51,3,23.927912621359226
2022,4,Vienna,USA,32,3,15.013592233009708
2022,4,Vienna,China,41,3,19.23616504854369
2022,4,Vienna,Switzerland,18,3,8.445145631067962
2022,4,Vienna,Italy,30,3,14.075242718446601
2022,4,Vienna,France,28,3,13.136893203883496
2022,4,Vienna,Other,18,3,8.445145631067962
2022,5,Vienna,Germany,81,2,31.624225352112674
2022,5,Vienna,Austria,63,2,24.59661971830986
2022,5,Vienna,Netherlands,18,2,7.027605633802817
2022,5,Vienna,UK,32,2,12.493521126760564
2022,5,Vienna,USA,23,2,8.979718309859154
2022,5,Vienna,China,37,2,14.4456338028169
2022,5,Vienna,Switzerland,22,2,8.589295774647887
2022,5,Vienna,Italy,24,2,9.370140845070422
2022,5,Vienna,France,36,2,14.055211267605634
2022,5,Vienna,Other,19,2,7.418028169014084
2022,6,Vienna,Germany,177,1,54.39451476793249
2022,6,Vienna,Austria,114,1,35.03375527426161
2022,6,Vienna,Netherlands,56,1,17.209563994374122
2022,6,Vienna,UK,69,1,21.20464135021097
2022,6,Vienna,USA,48,1,14.751054852320674
2022,6,Vienna,China,84,1,25.814345991561183
2022,6,Vienna,Switzerland,37,1,11.370604781997187
2022,6,Vienna,Italy,38,1,11.677918424753868
2022,6,Vienna,France,52,1,15.980309423347398
2022,6,Vienna,Other,36,1,11.063291139240507
2022,7,Vienna,Germany,159,1,71.72018348623854
2022,7,Vienna,Austria,104,1,46.91131498470948
2022,7,Vienna,Netherlands,50,1,22.553516819571865
2022,7,Vienna,UK,51,1,23.004587155963304
2022,7,Vienna,USA,45,1,20.29816513761468
2022,7,Vienna,China,81,1,36.53669724770642
2022,7,Vienna,Switzerland,29,1,13.081039755351682
2022,7,Vienna,Italy,36,1,16.238532110091743
2022,7,Vienna,France,62,1,27.966360856269112
2022,7,Vienna,Other,37,1,16.68960244648318
2022,8,Vienna,Germany,184,1,89.95822454308095
2022,8,Vienna,Austria,126,1,61.601827676240205
2022,8,Vienna,Netherlands,60,1,29.334203655352482
2022,8,Vienna,UK,70,1,34.22323759791123
2022,8,Vienna,USA,55,1,26.889686684073105
2022,8,Vienna,China,97,1,47.42362924281984
2022,8,Vienna,Switzerland,43,1,21.022845953002612
2022,8,Vienna,Italy,44,1,21.511749347258487
2022,8,Vienna,France,54,1,26.400783289817234
2022,8,Vienna,Other,33,1,16.133812010443865
2022,9,Vienna,Germany,97,2,31.88845208845209
2022,9,Vienna,Austria,66,2,21.6972972972973
2022,9,Vienna,Netherlands,30,2,9.862407862407863
2022,9,Vienna,UK,45,2,14.793611793611795
2022,9,Vienna,USA,35,2,11.506142506142508
2022,9,Vienna,China,37,2,12.163636363636366
2022,9,Vienna,Switzerland,19,2,6.2461916461916465
2022,9,Vienna,Italy,18,2,5.917444717444718
2022,9,Vienna,France,41,2,13.47862407862408
2022,9,Vienna,Other,19,2,6.2461916461916465
2022,10,Vienna,Germany,102,2,38.51169451073986
2022,10,Vienna,Austria,54,2,20.38854415274463
2022,10,Vienna,Netherlands,39,2,14.725059665871122
2022,10,Vienna,UK,42,2,15.857756563245822
2022,10,Vienna,USA,34,2,12.837231503579952
2022,10,Vienna,China,51,2,19.25584725536993
2022,10,Vienna,Switzerland,19,2,7.173747016706443
2022,10,Vienna,Italy,29,2,10.94940334128878
2022,10,Vienna,France,32,2,12.082100238663484
2022,10,Vienna,Other,17,2,6.418615751789976
2022,11,Vienna,Germany,101,2,38.71227154046998
2022,11,Vienna,Austria,47,2,18.014621409921673
2022,11,Vienna,Netherlands,30,2,11.49869451697128
2022,11,Vienna,UK,39,2,14.948302872062664
2022,11,Vienna,USA,26,2,9.965535248041776
2022,11,Vienna,China,42,2,16.098172323759794
2022,11,Vienna,Switzerland,27,2,10.348825065274154
2022,11,Vienna,Italy,19,2,7.282506527415144
2022,11,Vienna,France,37,2,14.181723237597913
2022,11,Vienna,Other,15,2,5.74934725848564
2022,12,Vienna,Germany,99,1,30.051776649746188
2022,12,Vienna,Austria,61,1,18.51675126903553
2022,12,Vienna,Netherlands,25,1,7.588832487309644
2022,12,Vienna,UK,50,1,15.177664974619288
2022,12,Vienna,USA,28,1,8.499492385786802
2022,12,Vienna,China,44,1,13.356345177664974
2022,12,Vienna,Switzerland,26,1,7.892385786802031
2022,12,Vienna,Italy,20,1,6.071065989847716
2022,12,Vienna,France,34,1,10.320812182741115
2022,12,Vienna,Other,7,1,2.1248730964467004
2022,1,Carinthia,Germany,157,6,70.47435456110155
2022,1,Carinthia,Austria,59,6,26.483993115318416
2022,1,Carinthia,Netherlands,56,6,25.137349397590363
2022,1,Carinthia,UK,68,6,30.523924268502583
2022,1,Carinthia,USA,36,6,16.15972461273666
2022,1,Carinthia,China,36,6,16.15972461273666
2022,1,Carinthia,Switzerland,53,6,23.790705679862306
2022,1,Carinthia,Italy,35,6,15.710843373493976
2022,1,Carinthia,France,49,6,21.995180722891565
2022,1,Carinthia,Other,32,6,14.364199655765923
2022,2,Carinthia,Germany,219,6,48.16706056129985
2022,2,Carinthia,Austria,60,6,13.19645494830133
2022,2,Carinthia,Netherlands,67,6,14.736041358936484
2022,2,Carinthia,UK,59,6,12.976514032496308
2022,2,Carinthia,USA,32,6,7.03810930576071
2022,2,Carinthia,China,55,6,12.09675036927622
2022,2,Carinthia,Switzerland,66,6,14.516100443131464
2022,2,Carinthia,Italy,27,6,5.938404726735598
2022,2,Carinthia,France,44,6,9.677400295420975
2022,2,Carinthia,Other,48,6,10.557163958641064
2022,3,Carinthia,Germany,178,3,55.37459807073955
2022,3,Carinthia,Austria,59,3,18.35450160771704
2022,3,Carinthia,Netherlands,56,3,17.421221864951768
2022,3,Carinthia,UK,83,3,25.820739549839228
2022,3,Carinthia,USA,27,3,8.39951768488746
2022,3,Carinthia,China,43,3,13.377009646302252
2022,3,Carinthia,Switzerland,66,3,20.532154340836012
2022,3,Carinthia,Italy,34,3,10.577170418006432
2022,3,Carinthia,France,46,3,14.310289389067524
2022,3,Carinthia,Other,30,3,9.332797427652732
2022,4,Carinthia,Germany,180,4,37.24921135646687
2022,4,Carinthia,Austria,56,4,11.588643533123028
2022,4,Carinthia,Netherlands,63,4,13.037223974763407
2022,4,Carinthia,UK,84,4,17.382965299684543
2022,4,Carinthia,USA,24,4,4.9665615141955834
2022,4,Carinthia,China,46,4,9.519242902208202
2022,4,Carinthia,Switzerland,74,4,15.313564668769715
2022,4,Carinthia,Italy,35,4,7.242902208201892
2022,4,Carinthia,France,49,4,10.14006309148265
2022,4,Carinthia,Other,23,4,4.759621451104101
2022,5,Carinthia,Germany,196,5,53.029759999999996
2022,5,Carinthia,Austria,58,5,15.692479999999998
2022,5,Carinthia,Netherlands,71,5,19.20976
2022,5,Carinthia,UK,64,5,17.31584
2022,5,Carinthia,USA,34,5,9.199039999999998
2022,5,Carinthia,China,41,5,11.09296
2022,5,Carinthia,Switzerland,57,5,15.42192
2022,5,Carinthia,Italy,27,5,7.3051200000000005
2022,5,Carinthia,France,48,5,12.98688
2022,5,Carinthia,Other,29,5,7.846239999999999
2022,6,Carinthia,Germany,187,3,90.34929797191887
2022,6,Carinthia,Austria,77,3,37.202652106084244
2022,6,Carinthia,Netherlands,69,3,33.3374414976599
2022,6,Carinthia,UK,57,3,27.539625585023398
2022,6,Carinthia,USA,27,3,13.045085803432137
2022,6,Carinthia,China,52,3,25.12386895475819
2022,6,Carinthia,Switzerland,50,3,24.157566302652107
2022,6,Carinthia,Italy,36,3,17.393447737909515
2022,6,Carinthia,France,49,3,23.674414976599063
2022,6,Carinthia,Other,37,3,17.87659906396256
2022,7,Carinthia,Germany,184,2,80.60810372771475
2022,7,Carinthia,Austria,63,2,27.59951377633712
2022,7,Carinthia,Netherlands,63,2,27.59951377633712
2022,7,Carinthia,UK,73,2,31.980388978930307
2022,7,Carinthia,USA,34,2,14.894975688816857
2022,7,Carinthia,China,44,2,19.27585089141005
2022,7,Carinthia,Switzerland,61,2,26.723338735818476
2022,7,Carinthia,Italy,30,2,13.14262560777958
2022,7,Carinthia,France,46,2,20.152025931928687
2022,7,Carinthia,Other,19,2,8.323662884927066
2022,8,Carinthia,Germany,191,4,74.42838709677419
2022,8,Carinthia,Austria,60,4,23.38064516129032
2022,8,Carinthia,Netherlands,48,4,18.704516129032257
2022,8,Carinthia,UK,56,4,21.821935483870966
2022,8,Carinthia,USA,34,4,13.249032258064515
2022,8,Carinthia,China,49,4,19.094193548387096
2022,8,Carinthia,Switzerland,66,4,25.71870967741935
2022,8,Carinthia,Italy,39,4,15.197419354838708
2022,8,Carinthia,France,41,4,15.976774193548387
2022,8,Carinthia,Other,36,4,14.028387096774194
2022,9,Carinthia,Germany,204,2,74.38536585365853
2022,9,Carinthia,Austria,64,2,23.336585365853658
2022,9,Carinthia,Netherlands,69,2,25.159756097560972
2022,9,Carinthia,UK,65,2,23.701219512195124
2022,9,Carinthia,USA,34,2,12.397560975609755
2022,9,Carinthia,China,51,2,18.596341463414632
2022,9,Carinthia,Switzerland,55,2,20.054878048780488
2022,9,Carinthia,Italy,37,2,13.491463414634145
2022,9,Carinthia,France,48,2,17.50243902439024
2022,9,Carinthia,Other,29,2,10.574390243902437
2022,10,Carinthia,Germany,218,4,61.37001455604076
2022,10,Carinthia,Austria,62,4,17.453857350800583
2022,10,Carinthia,Netherlands,53,4,14.920232896652111
2022,10,Carinthia,UK,79,4,22.239592430858806
2022,10,Carinthia,USA,43,4,12.105094614264921
2022,10,Carinthia,China,50,4,14.075691411935953
2022,10,Carinthia,Switzerland,78,4,21.958078602620088
2022,10,Carinthia,Italy,37,4,10.416011644832606
2022,10,Carinthia,France,40,4,11.260553129548763
2022,10,Carinthia,Other,27,4,7.600873362445415
2022,11,Carinthia,Germany,192,5,77.28761904761905
2022,11,Carinthia,Austria,62,5,24.957460317460317
2022,11,Carinthia,Netherlands,43,5,17.30920634920635
2022,11,Carinthia,UK,71,5,28.58031746031746
